Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
255,Pandavas,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Steganography Extraction → Encoding/Decoding → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Steganography; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Steganography Extraction; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + Steganography + Crypto Exploitation (HTTP, SSH)"
256,Glasgow Smile 1.1,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Steganography Extraction → Encoding/Decoding → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Steganography; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Steganography Extraction; Encoding/Decoding; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + Steganography + Crypto Exploitation (HTTP, SSH)"
257,GitRoot 1,VulnHub,0,Linux,Web Server + SSH + Git,Medium,2,Web Exploitation,Web Exploitation + Source Code Exposure + Credential Extraction + Privilege Escalation,Directory Enumeration → Git Repository Discovery → Source Code Extraction → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Git Enumeration; Source Code Extraction; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Git Enumeration; Source Code Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System + Source Code Exploitation (HTTP, SSH, Git)"
258,TRE 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
259,Election 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → Login Panel Discovery → SQL Injection → Database Enumeration → Credential Extraction → Authentication Bypass → Web Application Access → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Login Panel Discovery; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
260,Sunset Decoy,VulnHub,0,Linux,Web Server + SSH + Cron Job,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → Command Injection → Reverse Shell → System Enumeration → Credential Discovery → SSH Access → Cron Job Analysis → Writable Script Abuse → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Command Injection; Reverse Shell; System Enumeration; Credential Extraction; SSH Access; Cron Analysis; Script Abuse; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; System Enumeration; Credential Discovery; SSH Access; Cron Abuse; Writable Script Abuse; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
261,Cybersploit 1,VulnHub,0,Linux,Web Server + FTP + SSH + MySQL,Hard,3,Web Exploitation,Web Exploitation + FTP Abuse + SQL Injection + Privilege Escalation,Directory Enumeration → FTP Anonymous Access → File Enumeration → Credential Discovery → Web Enumeration → SQL Injection → Database Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; FTP Access; File Enumeration; Credential Extraction; Web Enumeration; SQL Injection; Database Enumeration; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; FTP Enumeration; File Enumeration; Credential Discovery; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + Network + System + Database Exploitation (HTTP, FTP, SSH, MySQL)"
262,BlackRose 1,VulnHub,0,Linux,Web Server + SSH + File Upload + SQL Injection,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + File Upload + Privilege Escalation,Directory Enumeration → SQL Injection → Database Enumeration → Credential Extraction → Admin Panel Access → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Admin Access; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Admin Panel Access; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH)"
263,GreenOptic 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
264,Presidential 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → Login Panel Discovery → SQL Injection → Database Enumeration → Credential Extraction → Authentication Bypass → Web Application Access → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Login Panel Discovery; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
265,Sunset Twilight,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Analysis → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
266,Sunset Midnight,VulnHub,0,Linux,Web Server + SSH + Cron Job + Command Injection,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Cron Abuse + Privilege Escalation,Directory Enumeration → Command Injection → Reverse Shell → System Enumeration → Cron Job Analysis → Writable Script Abuse → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Command Injection; Reverse Shell; System Enumeration; Cron Analysis; Script Abuse; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; System Enumeration; Cron Abuse; Writable Script Abuse; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
267,Broken 2020 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
268,So Simple 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Easy,1,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,"Web + System Exploitation (HTTP, SSH)"
269,Photographer 1,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Mixed (Web + Network),Web Exploitation + SMB Exploitation + Credential Extraction + Privilege Escalation,Directory Enumeration → SMB Enumeration → SMB Share Access → File Enumeration → Credential Discovery → SSH Login → System Enumeration → SUID Enumeration → SUID Exploitation → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SMB Enumeration; SMB Access; File Enumeration; Credential Extraction; SSH Access; System Enumeration; SUID Enumeration; SUID Abuse; Privilege Escalation,Web Enumeration; SMB Enumeration; File Enumeration; Credential Discovery; SSH Access; System Enumeration; SUID Enumeration; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,10,"Web + Network + System Exploitation (HTTP, SMB, SSH)"
270,DMV 1,VulnHub,0,Linux,Web Server + SSH + File Upload + SQL Injection,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + File Upload + Privilege Escalation,Directory Enumeration → SQL Injection → Database Enumeration → Credential Extraction → Admin Panel Access → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Admin Access; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Admin Panel Access; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH)"
271,Cryptobank 1,VulnHub,0,Linux,Web Server + SSH + Cryptography + Database,Hard,3,Web Exploitation,Web Exploitation + Cryptography + SQL Injection + Privilege Escalation,Directory Enumeration → Encrypted Data Analysis → Cryptography Attack → SQL Injection → Database Enumeration → Credential Extraction → Authentication Bypass → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Cryptography; Cryptographic Analysis; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Cryptographic Analysis; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,4-5 hours,4.5,12,"Web + System + Database + Crypto Exploitation (HTTP, SSH, MySQL)"
272,Loly 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
273,Tomato 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Web Exploitation,Web Exploitation + File Upload + Credential Extraction + Privilege Escalation,Directory Enumeration → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → Database Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Database Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH)"
274,Chili 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
275,Healthcare 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → SQL Injection → Database Enumeration → Credential Extraction → Authentication Bypass → Web Application Access → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
276,ShellDredd 1: Hannah,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Directory Enumeration → Hidden File Discovery → Encoding/Decoding → File Upload Discovery → File Upload Bypass → Webshell Upload → Command Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; File Discovery; Encoding/Decoding; File Upload; File Upload Bypass; Webshell; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Encoding/Decoding; File Upload Exploitation; File Upload Bypass; Webshell Execution; Command Execution; Reverse Shell; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, SSH)"
277,Star Wars 1,VulnHub,0,Linux,Web Server + SSH + WordPress + FTP,Hard,3,Web Exploitation,Web Exploitation + WordPress Exploitation + Credential Chain + Privilege Escalation,Directory Enumeration → WordPress Discovery → User Enumeration → Password Bruteforce → WordPress Login → File Upload (Theme Editor) → Webshell Execution → Reverse Shell → FTP Access → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; WordPress Enumeration; User Enumeration; Password Brute Force; CMS Access; File Upload; Webshell; Command Execution; Reverse Shell; FTP Access; File Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; User Enumeration; Password Bruteforce; CMS Access; File Upload; Webshell Execution; Reverse Shell; FTP Access; File Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,12,"Web + Network + System + CMS Exploitation (HTTP, FTP, SSH)"
278,CengBox 2,VulnHub,0,Linux,Web Server + SSH + File Inclusion + Database,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + SQL Injection + Privilege Escalation,Directory Enumeration → Parameter Analysis → Local File Inclusion → File Disclosure → Credential Extraction → SQL Injection → Database Enumeration → Credential Reuse → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Parameter Analysis; Local File Inclusion; File Disclosure; Credential Extraction; SQL Injection; Database Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Parameter Analysis; Local File Inclusion; File Disclosure; Credential Extraction; SQL Injection; Database Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
279,Mercury,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Directory Enumeration → SQL Injection → Database Enumeration → Credential Extraction → Authentication Bypass → Web Application Access → Command Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; Authentication Bypass; Web Access; Command Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
280,CewlKid 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Wordlist Generation + Bruteforce + Privilege Escalation,Directory Enumeration → Content Analysis → Wordlist Generation (CeWL) → SSH Bruteforce → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Content Analysis; Wordlist Generation; Brute Force; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Content Analysis; Wordlist Generation; SSH Brute Force; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
281,Durian 1,VulnHub,0,Linux,Web Server + SSH + File Inclusion + Database,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + SQL Injection + Privilege Escalation,Directory Enumeration → Parameter Analysis → Local File Inclusion → File Disclosure → Credential Extraction → SQL Injection → Database Enumeration → Credential Reuse → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Parameter Analysis; Local File Inclusion; File Disclosure; Credential Extraction; SQL Injection; Database Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; Parameter Analysis; Local File Inclusion; File Disclosure; Credential Extraction; SQL Injection; Database Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Database Exploitation (HTTP, SSH, MySQL)"
282,Pwned 1,VulnHub,0,Linux,Web Server + SSH + FTP,Medium,2,Web Exploitation,Web Exploitation + FTP Abuse + Credential Chain + Privilege Escalation,Directory Enumeration → FTP Anonymous Access → File Enumeration → Credential Discovery → Web Enumeration → Credential Reuse → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; FTP Access; File Enumeration; Credential Extraction; Web Enumeration; Credential Reuse; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; FTP Enumeration; File Enumeration; Credential Discovery; Credential Reuse; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
283,Nyx 1,VulnHub,0,Linux,Web Server + SSH + Cron Job,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Cron Abuse + Privilege Escalation,Directory Enumeration → Command Injection → Reverse Shell → System Enumeration → Cron Job Analysis → Writable Script Abuse → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Command Injection; Reverse Shell; System Enumeration; Cron Analysis; Script Abuse; Privilege Escalation,Web Enumeration; Command Injection; Reverse Shell; System Enumeration; Cron Abuse; Writable Script Abuse; Privilege Escalation,2-3 hours,2.5,8,"Web + System Exploitation (HTTP, SSH)"
284,Narak,VulnHub,0,Linux,Web Server + SSH + WordPress,Hard,3,Web Exploitation,Web Exploitation + WordPress Exploitation + Credential Extraction + Privilege Escalation,Directory Enumeration → WordPress Discovery → User Enumeration → Password Bruteforce → WordPress Login → File Upload (Theme Editor) → Webshell Execution → Reverse Shell → File Enumeration → Credential Extraction → SSH Login → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; WordPress Enumeration; User Enumeration; Password Brute Force; CMS Access; File Upload; Webshell; Command Execution; Reverse Shell; File Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; WordPress Enumeration; User Enumeration; Password Bruteforce; CMS Access; File Upload; Webshell Execution; Reverse Shell; File Enumeration; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,12,"Web + System + CMS Exploitation (HTTP, SSH)"
285,Relevant 1,VulnHub,0,Windows,IIS + SMB + WinRM,Medium,2,Mixed (Web + Network),Web Exploitation + SMB Exploitation + Credential Extraction + Privilege Escalation,Web Enumeration → Directory Discovery → File Upload via SMB → Webshell Execution → Command Execution → Credential Discovery → WinRM Access → System Enumeration → Privilege Escalation → Administrator Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SMB Access; File Upload; Webshell; Command Execution; Credential Extraction; WinRM Access; System Enumeration; Privilege Escalation,Web Enumeration; Directory Enumeration; File Upload; Webshell Execution; Command Execution; Credential Discovery; WinRM Access; System Enumeration; Privilege Escalation,2-3 hours,2.5,9,"Web + Network + System Exploitation (HTTP, SMB, WinRM)"
286,PowerGrid 1.0.1,VulnHub,0,Linux,Web Server + SSH + WordPress,Hard,3,Web Exploitation,Web Exploitation + WordPress Exploitation + Credential Extraction + Privilege Escalation,Directory Enumeration → WordPress Discovery → User Enumeration → Password Bruteforce → WordPress Login → File Upload (Theme Editor) → Webshell Execution → Reverse Shell → System Enumeration → Sudo Misconfiguration → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; WordPress Enumeration; User Enumeration; Password Brute Force; CMS Access; File Upload; Webshell; Command Execution; Reverse Shell; System Enumeration; Sudo Abuse; Privilege Escalation,Web Enumeration; WordPress Enumeration; User Enumeration; Password Bruteforce; CMS Access; File Upload; Webshell Execution; Reverse Shell; System Enumeration; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS Exploitation (HTTP, SSH)"
