Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
247,MHZ_CXF C1F,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Steganography Extraction → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Steganography Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Steganography Extraction; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,Source code comments + steganography → SSH credentials → sudo ALL
248,DevRandom CTF1 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Local File Inclusion → Brute Force → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Local File Inclusion; Brute Force; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; Brute Force; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,6,LFI + robots.txt → SSH brute force (Hydra) → sudo dpkg
249,Zion 1.1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → Encoding/Decoding → Wordlist Generation → Brute Force → Authentication Bypass → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Encoding/Decoding; Wordlist Generation; BurpSuite; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Encoding/Decoding; Wordlist Generation; Brute Force; Authentication Bypass; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,Login panel with base64/base62 encoded hint → CeWL wordlist + BurpSuite brute force
250,Sumo 1,VulnHub,0,Linux,Web Server + SSH + File Upload + CMS,Medium,2,Web Exploitation,Web Exploitation + File Upload + CMS Exploitation + Privilege Escalation,Web Enumeration → Shellshock Exploitation → Remote Code Execution → Kernel Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Shellshock Exploitation; Remote Code Execution; Metasploit; Kernel Exploitation; Privilege Escalation,Web Enumeration; Shellshock Exploitation; Remote Code Execution; Kernel Exploitation; Privilege Escalation,<1 hour,0.5,5,Shellshock CGI vulnerability (Nikto detected) + Dirty Cow kernel exploit
251,Victim 1,VulnHub,0,Linux,Web Server + FTP + SSH + File Analysis,Medium,2,Web Exploitation,Web Exploitation + FTP Abuse + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → FTP Anonymous Access → File Enumeration → File Analysis → Credential Extraction → SSH Access → System Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; FTP Anonymous Access; File Enumeration; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,Web Enumeration; Network Enumeration; File Enumeration; File Analysis; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + Network + System Exploitation (HTTP, FTP, SSH)"
252,LemonSqueezy 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Brute Force → CMS Exploitation → Database Exploitation → Webshell Execution → Cron Abuse → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Brute Force; MySQL File Write; Webshell Execution; Cron Analysis; Privilege Escalation,Web Enumeration; WordPress Enumeration; Brute Force; Database Exploitation; Webshell Execution; Cron Abuse; Privilege Escalation,1-2 hours,1.5,8,WordPress brute force → phpMyAdmin access → MySQL file write shell
253,Seppuku 1,VulnHub,0,Linux,Web Server + SSH + Network Pivoting + Credential Chain,Hard,3,Network Exploitation,Web Exploitation + Credential Chain + Pivoting + Privilege Escalation,Web Enumeration → Information Disclosure → Brute Force → SSH Access → Restricted Shell Escape → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Information Disclosure; Brute Force; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,Web Enumeration; Information Disclosure; Brute Force; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,7,Exposed /secret/ directory with password list → SSH brute force → restricted shell bypass
254,Natraj,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Local File Inclusion → Log File Injection → Remote Code Execution → Information Disclosure → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Local File Inclusion; SSH Log Poisoning; Remote Code Execution; Configuration Manipulation; Sudo Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; Log File Injection; Remote Code Execution; Information Disclosure; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,LFI + SSH log poisoning → writable Apache config for privilege escalation
255,Pandavas,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Network Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Network Enumeration → Wordlist Generation → Brute Force → SSH Access → Docker Exploitation → Database Enumeration → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; Wordlist Generation; Brute Force; SSH Access; Docker; Database Enumeration; Sudo Exploitation; Privilege Escalation,Network Enumeration; Wordlist Generation; Brute Force; SSH Access; Docker Exploitation; Database Enumeration; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,SNMP enumeration (UDP) → username harvest + CeWL wordlist + SSH brute
256,Glasgow Smile 1.1,VulnHub,0,Linux,Web Server + SSH + Steganography + Encoding,Medium,2,Web Exploitation,Web Exploitation + Steganography + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → CMS Exploitation → Brute Force → File Upload Exploitation → Webshell Execution → Encoding/Decoding → Lateral Movement → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Lateral Movement → Privilege Escalation,Enumeration; CMS Exploitation; Brute Force; Webshell Execution; Encoding/Decoding; Lateral Movement; Sudo Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; Brute Force; File Upload Exploitation; Webshell Execution; Encoding/Decoding; Lateral Movement; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,Joomla CMS brute force → template RCE + multi-step encoding chain for lateral movement
257,GitRoot 1,VulnHub,0,Linux,Web Server + SSH + Git,Medium,2,Web Exploitation,Web Exploitation + Source Code Exposure + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Git Exploitation → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Git Exploitation; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Git Exploitation; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,Exposed .git directory → git history contains credentials
258,TRE 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Information Disclosure → Database Exploitation → Webshell Execution → Reverse Shell → Cron Abuse → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Information Disclosure; MySQL File Write; Webshell Execution; Cron Analysis; Privilege Escalation,Web Enumeration; Information Disclosure; Database Exploitation; Webshell Execution; Reverse Shell; Cron Abuse; Privilege Escalation,1-2 hours,1.5,7,Adminer database tool exposed → MySQL credentials in config → INTO OUTFILE shell
259,Election 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → Information Disclosure → Credential Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Information Disclosure; SSH Access; SUID Exploitation; Privilege Escalation,Web Enumeration; Information Disclosure; Credential Extraction; SSH Access; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,6,eLection CMS admin log file leaks SSH credentials → SUID serv-u exploit
260,Sunset Decoy,VulnHub,0,Linux,Web Server + SSH + Cron Job,Medium,2,Network Exploitation,Web Exploitation + Command Injection + Credential Extraction + Privilege Escalation,SSH Access → Archive Cracking → Hash Cracking → SUID Exploitation → Privilege Escalation,Recon → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; SSH Access; Archive Cracking; Hash Cracking; SUID Exploitation; Privilege Escalation,Network Enumeration; SSH Access; Archive Cracking; Hash Cracking; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,6,SSH → download password.zip → fcrackzip → shadow file → John → chkrootkit SUID
261,Cybersploit 1,VulnHub,0,Linux,Web Server + FTP + SSH + MySQL,Hard,3,Web Exploitation,Web Exploitation + FTP Abuse + SQL Injection + Privilege Escalation,Web Enumeration → Source Code Disclosure → Encoding/Decoding → SSH Access → Container Escape → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Encoding/Decoding; SSH Access; Docker Container Escape; Privilege Escalation,Web Enumeration; Source Code Disclosure; Encoding/Decoding; SSH Access; Container Escape; Privilege Escalation,1-2 hours,1.5,6,Source code base64 username + robots.txt base64 password → Docker group escape
262,BlackRose 1,VulnHub,0,Linux,Web Server + SSH + File Upload + SQL Injection,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + File Upload + Privilege Escalation,Web Enumeration → Steganography Extraction → Authentication Bypass → Remote Code Execution → Encoding/Decoding → SSH Access → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Steganography Extraction; Authentication Bypass; Remote Code Execution; Encoding/Decoding; SSH Access; Privilege Escalation,Web Enumeration; Steganography Extraction; Authentication Bypass; Remote Code Execution; Encoding/Decoding; SSH Access; Privilege Escalation,3-4 hours,3.5,7,Steganography extraction + PHP strcmp() bypass → RCE + cipher chain
263,GreenOptic 1,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Web Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Local File Inclusion → Hash Cracking → Packet Analysis → Credential Extraction → SSH Access → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Local File Inclusion; Hash Cracking; Wireshark; Packet Analysis; SSH Access; Privilege Escalation,Web Enumeration; Local File Inclusion; Hash Cracking; Packet Analysis; Credential Extraction; SSH Access; Privilege Escalation,3-4 hours,3.5,7,LFI → hash cracking + Wireshark packet analysis for credentials
264,Presidential 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → Information Disclosure → Credential Extraction → Remote Code Execution → Hash Cracking → SSH Access → Capability Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Information Disclosure; phpMyAdmin; Remote Code Execution; Hash Cracking; SSH Access; Capability Exploitation; Privilege Escalation,Web Enumeration; Information Disclosure; Credential Extraction; Remote Code Execution; Hash Cracking; SSH Access; Capability Exploitation; Privilege Escalation,3-4 hours,3.5,8,Backup config file (.bak) exposes MySQL creds → phpMyAdmin LFI RCE + capabilities
265,Sunset Twilight,VulnHub,0,Linux,Web Server + SSH + File Analysis + Encoding,Medium,2,Network Exploitation,Web Exploitation + Encoding + File Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Credential Extraction → FTP Anonymous Access → File Upload Exploitation → Webshell Execution → Passwd File Manipulation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Source Code Disclosure; FTP Anonymous Access; File Upload; Webshell Execution; Passwd File Manipulation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Credential Extraction; FTP Anonymous Access; File Upload Exploitation; Webshell Execution; Passwd File Manipulation; Privilege Escalation,1-2 hours,1.5,8,FTP credentials in page source → PHP file upload (F1 webshell) → writable /etc/passwd
266,Sunset Midnight,VulnHub,0,Linux,Web Server + SSH + Cron Job + Command Injection,Medium,2,Network Exploitation,Web Exploitation + Command Injection + Cron Abuse + Privilege Escalation,Network Enumeration → Brute Force → CMS Exploitation → Webshell Execution → Credential Reuse → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Brute Force; CMS Exploitation; Webshell Execution; Credential Reuse; SSH Access; SUID Exploitation; Privilege Escalation,Network Enumeration; Brute Force; CMS Exploitation; Webshell Execution; Credential Reuse; SSH Access; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,8,MySQL brute force (Hydra) → WordPress admin password change → SUID library hijacking
267,Broken 2020 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → Default Credentials → CMS Exploitation → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Default Credentials; CMS Exploitation; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; Default Credentials; CMS Exploitation; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,Monstra CMS default credentials → file upload bypass → reverse shell
268,So Simple 1,VulnHub,0,Linux,Web Server + SSH + File Upload,Easy,1,Web Exploitation,Web Exploitation + File Upload + Remote Code Execution + Privilege Escalation,Web Enumeration → WordPress Enumeration → Plugin Exploitation → Remote Code Execution → Reverse Shell → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Plugin Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Plugin Exploitation; Remote Code Execution; Reverse Shell; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,7,WordPress Social Warfare plugin RCE (CVE-2019-9978) → sudo service
269,Photographer 1,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Network Exploitation,Web Exploitation + SMB Exploitation + Credential Extraction + Privilege Escalation,Network Enumeration → Credential Extraction → CMS Exploitation → File Upload Exploitation → Webshell Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Network Enumeration; CMS Exploitation; File Upload Bypass; Webshell Execution; SUID Exploitation; Privilege Escalation,Network Enumeration; Credential Extraction; CMS Exploitation; File Upload Exploitation; Webshell Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,SMB share contains Koken CMS credentials → authenticated file upload bypass
270,DMV 1,VulnHub,0,Linux,Web Server + SSH + File Upload + SQL Injection,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + File Upload + Privilege Escalation,Web Enumeration → SSRF → Local File Read → SSH Key Extraction → SSH Access → Cron Abuse → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FFmpeg SSRF; Local File Read; SSH Key Extraction; SSH Access; Cron Analysis; Privilege Escalation,Web Enumeration; SSRF; Local File Read; SSH Key Extraction; SSH Access; Cron Abuse; Privilege Escalation,2-3 hours,2.5,7,FFmpeg SSRF via malicious HLS playlist → local file read → SSH key
271,Cryptobank 1,VulnHub,0,Linux,Web Server + SSH + Cryptography + Database,Hard,3,Web Exploitation,Web Exploitation + Cryptography + SQL Injection + Privilege Escalation,Web Enumeration → SQL Injection → Authentication Bypass → File Upload Exploitation → Webshell Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; SQL Injection; Authentication Bypass; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Authentication Bypass; File Upload Exploitation; Webshell Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,SQL Injection login bypass → file upload → PHP shell
272,Loly 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Web Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,Web Enumeration → WordPress Enumeration → Brute Force → Plugin Exploitation → File Upload Exploitation → Reverse Shell → Credential Reuse → Passwd File Manipulation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Brute Force; Plugin Exploitation; File Upload; Credential Reuse; Privilege Escalation,Web Enumeration; WordPress Enumeration; Brute Force; Plugin Exploitation; File Upload Exploitation; Reverse Shell; Credential Reuse; Passwd File Manipulation; Privilege Escalation,1-2 hours,1.5,9,WordPress brute force → AdRotate plugin file upload → credential reuse
273,Tomato 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Network Exploitation,Web Exploitation + File Upload + Credential Extraction + Privilege Escalation,Network Enumeration → Local File Inclusion → Log File Injection → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Local File Inclusion; SSH Log Poisoning; Remote Code Execution; SUID Exploitation; Privilege Escalation,Network Enumeration; Local File Inclusion; Log File Injection; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,LFI on port 8888 (antibot_image) → SSH log poisoning → SUID find
274,Chili 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Network Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,FTP Anonymous Access → Credential Extraction → SSH Access → Passwd File Manipulation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; SSH Access; Passwd File Manipulation; Privilege Escalation,Network Enumeration; Credential Extraction; SSH Access; Passwd File Manipulation; Privilege Escalation,<1 hour,0.5,5,FTP anonymous access → blank SSH password (pepper) → writable /etc/passwd
275,Healthcare 1,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → CMS Exploitation → SQL Injection → Authentication Bypass → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; CMS Exploitation; SQL Injection; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; CMS Exploitation; SQL Injection; Authentication Bypass; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,OpenEMR SQL injection/brute force → admin file upload → SUID healthcheck
276,ShellDredd 1: Hannah,VulnHub,0,Linux,Web Server + SSH + File Upload + Encoding,Hard,3,Network Exploitation,Web Exploitation + File Upload + Encoding + Credential Extraction + Privilege Escalation,FTP Anonymous Access → SSH Key Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; FTP Anonymous Access; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,Network Enumeration; SSH Key Extraction; SSH Access; SUID Exploitation; Privilege Escalation,<1 hour,0.5,5,FTP anonymous access → .hannah directory with SSH private key → SUID cpulimit
277,Star Wars 1,VulnHub,0,Linux,Web Server + SSH + WordPress + FTP,Hard,3,Web Exploitation,Web Exploitation + WordPress Exploitation + Credential Chain + Privilege Escalation,Web Enumeration → Encoding/Decoding → Hidden File Discovery → CMS Exploitation → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Encoding/Decoding; CMS Exploitation; File Upload; Webshell Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; Encoding/Decoding; Hidden File Discovery; CMS Exploitation; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,Hidden /r2d2 directory + multi-layer encoding → CMS file upload
278,CengBox 2,VulnHub,0,Linux,Web Server + SSH + File Inclusion + Database,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + SQL Injection + Privilege Escalation,Web Enumeration → Hidden File Discovery → CMS Exploitation → File Upload Exploitation → Webshell Execution → Reverse Shell → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; CMS Exploitation; File Upload Bypass; Webshell Execution; Sudo Exploitation; Privilege Escalation,Web Enumeration; Hidden File Discovery; CMS Exploitation; File Upload Exploitation; Webshell Execution; Reverse Shell; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,8,OsTicket CMS admin panel → PHP file upload bypass → sudo ALL
279,Mercury,VulnHub,0,Linux,Web Server + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + Credential Extraction + Privilege Escalation,Web Enumeration → SQL Injection → Database Enumeration → Credential Extraction → SSH Access → Encoding/Decoding → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; SQL Injection; Credential Extraction; SSH Access; Encoding/Decoding; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; Credential Extraction; SSH Access; Encoding/Decoding; Privilege Escalation,1-2 hours,1.5,7,Mercury CMS SQL injection → credential extraction → base64 decoded root password
280,CewlKid 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Wordlist Generation + Bruteforce + Privilege Escalation,Web Enumeration → Wordlist Generation → Brute Force → CRM Exploitation → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; CeWL; Wordlist Generation; Brute Force; Service Exploitation; File Upload; SUID Exploitation; Privilege Escalation,Web Enumeration; Wordlist Generation; Brute Force; CRM Exploitation; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,8,CeWL wordlist from main site → SuiteCRM brute force (port 8080) → file upload RCE
281,Durian 1,VulnHub,0,Linux,Web Server + SSH + File Inclusion + Database,Hard,3,Network Exploitation,Web Exploitation + File Inclusion + SQL Injection + Privilege Escalation,Network Enumeration → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,Network Enumeration; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,<1 hour,0.5,5,CGI script RCE (/cgi-bin/durian.cgi GET parameter execution on port 8088)
282,Pwned 1,VulnHub,0,Linux,Web Server + SSH + FTP,Medium,2,Network Exploitation,Web Exploitation + FTP Abuse + Credential Chain + Privilege Escalation,Web Enumeration → Source Code Disclosure → Brute Force → FTP Anonymous Access → SSH Key Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Brute Force; SSH Key Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Brute Force; FTP Anonymous Access; SSH Key Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,8,Hidden wordlist in source code → FTP brute force → SSH key → sudo tee
283,Nyx 1,VulnHub,0,Linux,Web Server + SSH + Cron Job,Medium,2,Web Exploitation,Web Exploitation + Command Injection + Cron Abuse + Privilege Escalation,Web Enumeration → Source Code Disclosure → SQL Injection → Authentication Bypass → File Upload Exploitation → Webshell Execution → Reverse Shell → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; Source Code Disclosure; SQL Injection; File Upload; Webshell Execution; Privilege Escalation,Web Enumeration; Source Code Disclosure; SQL Injection; Authentication Bypass; File Upload Exploitation; Webshell Execution; Reverse Shell; Privilege Escalation,1-2 hours,1.5,8,Source code comment reveals /nyx/ → SQL injection login bypass → file upload
284,Narak,VulnHub,0,Linux,Web Server + SSH + WordPress,Hard,3,Web Exploitation,Web Exploitation + WordPress Exploitation + Credential Extraction + Privilege Escalation,Web Enumeration → WebDAV Exploitation → Default Credentials → File Upload Exploitation → Webshell Execution → Credential Extraction → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WebDAV; Default Credentials; File Upload; Webshell Execution; Credential Extraction; Sudo Exploitation; Privilege Escalation,Web Enumeration; WebDAV Exploitation; Default Credentials; File Upload Exploitation; Webshell Execution; Credential Extraction; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,8,WebDAV HTTP PUT upload (default credentials) → PHP shell → cron env creds
285,Relevant 1,VulnHub,0,Windows,IIS + SMB + WinRM,Medium,2,Network Exploitation,Web Exploitation + SMB Exploitation + Credential Extraction + Privilege Escalation,Network Enumeration → Local File Inclusion → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Local File Inclusion; Remote Code Execution; SUID Exploitation; Privilege Escalation,Network Enumeration; Local File Inclusion; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,7,LFI via Python HTTP server (port 8000) → /proc/self/environ injection → SUID vim
286,PowerGrid 1.0.1,VulnHub,0,Linux,Web Server + SSH + WordPress,Hard,3,Network Exploitation,Web Exploitation + WordPress Exploitation + Credential Extraction + Privilege Escalation,Network Enumeration → Cryptographic Exploitation → Credential Extraction → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; IMAP Enumeration; Cryptographic Exploitation; SSH Access; Sudo Exploitation; Privilege Escalation,Network Enumeration; Cryptographic Exploitation; Credential Extraction; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,7,IMAP email enumeration → GPG encrypted message in email → SSH credentials
287,Panabee 1,VulnHub,0,Linux,Web Server + SSH + File Upload + Database,Hard,3,Web Exploitation,Web Exploitation + File Upload + SQL Injection + Privilege Escalation,Web Enumeration → WordPress Enumeration → Brute Force → CMS Exploitation → File Upload Exploitation → Webshell Execution → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; File Upload; SUID Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Brute Force; CMS Exploitation; File Upload Exploitation; Webshell Execution; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,8,WordPress user enumeration + brute force → admin shell upload → SUID find
